"en","at most","most"
"en","at root","at"
"en","at root","root"
"en","at water","at"
"en","at water","water"
"en","atom brake","atom"
"en","atom brake","brake","fas","intrusion"
"en","auto glide","auto"
"en","auto glide","glide","fas","intrusion"
"en","automatic car","automatic"
"en","automatic car","car"
"en","axe murderer","axe"
"en","axe murderer","murderer"
"en","aye-aye captain","aye-aye"
"en","aye-aye captain","captain"
"en","beluga shark","beluga"
"en","beluga shark","shark"
"en","coyote fox","coyote"
"en","coyote fox","fox"
"en","coyote-wolf","coyote"
"en","coyote-wolf","wolf"
"en","face powder","face"
"en","face powder","powder"
"en","fame like","fame"
"en","fame like","like"
"en","far-fetching","far"
"en","far-fetching","fetching"
"en","fastfinder","fast"
"en","fastfinder","finder"
"en","fastnet","fast"
"en","fastnet","net"
"en","fax machine","fax"
"en","fax machine","machine"
"en","feel harmony","feel"
"en","feel harmony","harmony","fas","intrusion"
"en","fiddle-diddle","diddle"
"en","fiddle-diddle","fiddle"
"en","fiddlehead greens","fiddlehead"
"en","fiddlehead greens","greens"
"en","fiddly diddly","diddly","fas","intrusion"
"en","fiddly diddly","fiddly"
"en","field berry","berry"
"en","field berry","field"
"en","fight club","club"
"en","fight club","fight"
"en","file stone","file"
"en","file stone","stone"
"en","fire detector","detector","fas","intrusion"
"en","fire detector","fire"
"en","fire worker","fire"
"en","fire worker","worker"
"en","firewalker","fire"
"en","firewalker","walker"
"en","flew away","away"
"en","flew away","flew"
"en","flow rate","flow"
"en","flow rate","rate","fas","intrusion"
"en","flower beds","beds","fas","intrusion"
"en","flower beds","flower"
"en","flower pedals","flower"
"en","flower pedals","pedals","fas","intrusion"
"en","fluorescent light","fluorescent"
"en","fluorescent light","light"
"en","for brooding","brooding","fas","intrusion"
"en","for brooding","for"
"en","for now","for"
"en","for now","now"
"en","for-cause","cause","fas","intrusion"
"en","for-cause","for"
"en","forget it","forget"
"en","forget it","it"
"en","forget not","forget"
"en","forget not","not"
"en","forginat","forget"
"en","forginat","not"
"en","free age","age"
"en","free age","free"
"en","freehold state","freehold"
"en","freehold state","state"
"en","fried chips","chips","fas","intrusion"
"en","fried chips","fried"
"en","fried potatoes","fried"
"en","fried potatoes","potatoes","fas","intrusion"
"en","front field","field"
"en","front field","front"
"en","fruit trees","fruit"
"en","fruit trees","trees"
"en","full-figure","figure"
"en","full-figure","full"
"en","full-up","full"
"en","full-up","up"
"en","funny man","funny"
"en","funny man","man"
"en","funny people","funny"
"en","funny people","people"
"en","fur coat","coat"
"en","fur coat","fur"
"en","iguana bear","bear"
"en","iguana bear","iguana"
"en","pigeon falcon","falcon"
"en","pigeon falcon","pigeon"
"en","ptarmigan chicken","chicken"
"en","ptarmigan chicken","ptarmigan"
"en","puffin fish","fish"
"en","puffin fish","puffin"
"en","salad bowl","bowl"
"en","salad bowl","salad"
"en","sale tax","sale"
"en","sale tax","tax"
"en","salination plant","plant"
"en","salination plant","salination"
"en","salmon coloured","coloured"
"en","salmon coloured","salmon"
"en","salt mine","mine"
"en","salt mine","salt"
"en","same day","day"
"en","same day","same"
"en","same thing","same"
"en","same thing","thing"
"en","same-ways","same"
"en","same-ways","ways"
"en","sameday","day"
"en","sameday","same"
"en","san disco","disco","fas","intrusion"
"en","san disco","san"
"en","sand cracker","cracker"
"en","sand cracker","sand"
"en","sand house","house"
"en","sand house","sand"
"en","sand line","line"
"en","sand line","sand"
"en","sandpan","pan"
"en","sandpan","sand"
"en","sandpoint","point"
"en","sandpoint","sand"
"en","sandwell","sand"
"en","sandwell","well"
"en","sandwick","sand"
"en","sandwick","wick"
"en","sasha swallow","sasha"
"en","sasha swallow","swallow"
"en","sat on","on"
"en","sat on","sat"
"en","sausage factory","factory"
"en","sausage factory","sausage"
"en","saute pan","pan"
"en","saute pan","saute"
"en","saw blade","blade","fas","intrusion"
"en","saw blade","saw"
"en","sawtooth tiger","sawtooth"
"en","sawtooth tiger","tiger"
"en","school yard","school"
"en","school yard","yard"
"en","school zone","school"
"en","school zone","zone"
"en","sclerotic artery","artery"
"en","sclerotic artery","sclerotic"
"en","sea cove","cove","fas","intrusion"
"en","sea cove","sea"
"en","sea creatures","creatures"
"en","sea creatures","sea"
"en","sea ferry","ferry"
"en","sea ferry","sea"
"en","sea fish","fish"
"en","sea fish","sea"
"en","sea glass","glass"
"en","sea glass","sea"
"en","sea life","life"
"en","sea life","sea"
"en","sea select","sea"
"en","sea select","select"
"en","sea wind","sea"
"en","sea wind","wind"
"en","sea wood","sea"
"en","sea wood","wood"
"en","seafish","fish"
"en","seafish","sea"
"en","seaforth","forth"
"en","seaforth","sea"
"en","seat cover","cover"
"en","seat cover","seat"
"en","seaview","sea"
"en","seaview","view"
"en","see through","see"
"en","see through","through"
"en","see ya","see"
"en","see ya","ya"
"en","see you","see"
"en","see you","you"
"en","seeing eye","eye"
"en","seeing eye","seeing"
"en","septic field","field"
"en","septic field","septic"
"en","serving plate","plate"
"en","serving plate","serving"
"en","serving spoon","serving"
"en","serving spoon","spoon"
"en","sesame seeds","seeds"
"en","sesame seeds","sesame"
"en","sesame street","sesame"
"en","sesame street","street"
"en","set foot","foot"
"en","set foot","set"
"en","seven flower","flower"
"en","seven flower","seven"
"en","seven months","months"
"en","seven months","seven"
"en","seven sixty","seven"
"en","seven sixty","sixty"
"en","sew machine","machine"
"en","sew machine","sew"
"en","sex bomb","bomb"
"en","sex bomb","sex"
"en","sex pistol","pistol"
"en","sex pistol","sex"
"en","shake away","away"
"en","shake away","shake"
"en","shall not","not"
"en","shall not","shall"
"en","shed hand","hand"
"en","shed hand","shed"
"en","shift list","list"
"en","shift list","shift"
"en","shift work","shift"
"en","shift work","work"
"en","shopping mart","mart"
"en","shopping mart","shopping"
"en","short sleeve","short"
"en","short sleeve","sleeve"
"en","should not","not"
"en","should not","should"
"en","shower curtain","curtain"
"en","shower curtain","shower"
"en","sideplate","plate"
"en","sideplate","side"
"en","sidewidth","side"
"en","sidewidth","width","fas","intrusion"
"en","sidewind","side"
"en","sidewind","wind"
"en","sightful","full"
"en","sightful","sight"
"en","sign shop","shop"
"en","sign shop","sign"
"en","silly me","me"
"en","silly me","silly"
"en","silver horse","horse"
"en","silver horse","silver"
"en","silver mine","mine"
"en","silver mine","silver"
"en","simple turn","simple"
"en","simple turn","turn"
"en","sin city","city"
"en","sin city","sin"
"en","sinker bait","bait"
"en","sinker bait","sinker"
"en","six months","months"
"en","six months","six"
"en","ski hat","hat"
"en","ski hat","ski"
"en","ski wax","ski"
"en","ski wax","wax"
"en","skill saw","saw"
"en","skill saw","skill"
"en","skilled saw","saw"
"en","skilled saw","skilled"
"en","sky jumping","jumping"
"en","sky jumping","sky"
"en","sky self","self"
"en","sky self","sky"
"en","sleepy bed","bed"
"en","sleepy bed","sleepy"
"en","slip shot","shot"
"en","slip shot","slip"
"en","slip sliding","sliding"
"en","slip sliding","slip"
"en","small pigeon","pigeon"
"en","small pigeon","small"
"en","smoke shop","shop"
"en","smoke shop","smoke"
"en","smoked beef","beef"
"en","smoked beef","smoked"
"en","smoked-meat","meat"
"en","smoked-meat","smoked"
"en","sniff noise","noise"
"en","sniff noise","sniff"
"en","snuffing out","out"
"en","snuffing out","snuffing"
"en","so cold","cold"
"en","so cold","so"
"en","so good","good"
"en","so good","so"
"en","so little","little"
"en","so little","so"
"en","so on","on"
"en","so on","so"
"en","so please","please","fas","intrusion"
"en","so please","so"
"en","so short","short"
"en","so short","so"
"en","so-call","call"
"en","so-call","so"
"en","soccer field","field"
"en","soccer field","soccer"
"en","social credit","credit","fas","intrusion"
"en","social credit","social"
"en","sockeyedosadosis","osmosis"
"en","sockeyedosadosis","sockeye"
"en","soft bear","bear"
"en","soft bear","soft"
"en","soft roll","roll"
"en","soft roll","soft"
"en","some division","division","fas","intrusion"
"en","some division","some"
"en","some more","more"
"en","some more","some"
"en","some night","night"
"en","some night","some"
"en","sometastic","some"
"en","sometastic","tastic","fas","intrusion"
"en","something else","else"
"en","something else","something"
"en","something gifted","gifted","fas","intrusion"
"en","something gifted","something"
"en","somewill","some"
"en","somewill","will"
"en","song note","note"
"en","song note","song"
"en","sopa foam","foam"
"en","sopa foam","soap"
"en","sore point","point"
"en","sore point","sore"
"en","sorting out","out"
"en","sorting out","sorting"
"en","soundfully","fully"
"en","soundfully","sound"
"en","soupline","line"
"en","soupline","soup"
"en","sour grape","grape"
"en","sour grape","sour"
"en","sour grow","grow"
"en","sour grow","sour"
"en","sour patch","patch"
"en","sour patch","sour"
"en","southern shore","shore"
"en","southern shore","southern"
"en","southern vacation","southern"
"en","southern vacation","vacation"
"en","southmore","more"
"en","southmore","south"
"en","southnorth","north"
"en","southnorth","south"
"en","southside","side"
"en","southside","south"
"en","speed on","on"
"en","speed on","speed"
"en","spiny frog fish","fish"
"en","spiny frog fish","spiny frog"
"en","sport sandal","sandal"
"en","sport sandal","sport"
"en","sport slacks","slacks"
"en","sport slacks","sport"
"en","spray net","net"
"en","spray net","spray"
"en","springbok gazelle","gazelle"
"en","springbok gazelle","springbok"
"en","starbird","bird"
"en","starbird","star"
"en","starborn","born"
"en","starborn","star"
"en","steep street","steep"
"en","steep street","street"
"en","steer way","steer"
"en","steer way","way"
"en","sticky tack","sticky"
"en","sticky tack","tack"
"en","still alive","alive"
"en","still alive","still"
"en","stood out","out"
"en","stood out","stood"
"en","stood up","stood"
"en","stood up","up"
"en","stop it","it"
"en","stop it","stop"
"en","store away","away"
"en","store away","store"
"en","street bite","bite"
"en","street bite","street"
"en","street dance","dance"
"en","street dance","street"
"en","stumpwork","stump"
"en","stumpwork","work"
"en","sub basement","basement"
"en","sub basement","sub"
"en","sub quota","quota"
"en","sub quota","sub"
"en","sub trade","sub"
"en","sub trade","trade","fas","intrusion"
"en","sub zero","sub"
"en","sub zero","zero"
"en","such as","as"
"en","such as","such"
"en","sue me","me"
"en","sue me","sue"
"en","suffer-jet","jet"
"en","suffer-jet","suffer"
"en","suit cover","cover"
"en","suit cover","suit"
"en","summer place","place"
"en","summer place","summer"
"en","sun dried tomatoes","sun-dried"
"en","sun dried tomatoes","tomatoes"
"en","sun lotion","lotion"
"en","sun lotion","sun"
"en","sun splash","splash"
"en","sun splash","sun"
"en","suncrest","crest"
"en","suncrest","sun"
"en","sundrop","drop"
"en","sundrop","sun"
"en","sunfire","fire"
"en","sunfire","sun"
"en","sunflaw","flaw"
"en","sunflaw","sun"
"en","sunflower seed","seed"
"en","sunflower seed","sunflower"
"en","sunkist orange","orange"
"en","sunkist orange","sunkist"
"en","sunny boy","boy"
"en","sunny boy","sunny"
"en","sunny day","day"
"en","sunny day","sunny"
"en","sunpool","pool"
"en","sunpool","sun"
"en","sunquest","quest"
"en","sunquest","sun"
"en","sunream","ream","fas","intrusion"
"en","sunream","sun"
"en","sunripe","ripe","fas","intrusion"
"en","sunripe","sun"
"en","sunscape","scape"
"en","sunscape","sun"
"en","sunsplash","splash"
"en","sunsplash","sun"
"en","sunworthy","sun"
"en","sunworthy","worthy"
"en","super duper","duper"
"en","super duper","super"
"en","super new","new"
"en","super new","super"
"en","super speciality","speciality"
"en","super speciality","super"
"en","superannual","annual"
"en","superannual","super"
"en","superbowl","bowl"
"en","superbowl","super"
"en","superfries","fries"
"en","superfries","super"
"en","supermarine","marine","fas","intrusion"
"en","supermarine","super"
"en","supersoft","soft"
"en","supersoft","super"
"en","support staff","staff"
"en","support staff","support"
"en","surfer dude","dude"
"en","surfer dude","surfer"
"en","sweat socks","socks"
"en","sweat socks","sweat"
"en","sweet apple","apple"
"en","sweet apple","sweet"
"en","sweet pie","pie"
"en","sweet pie","sweet"
"en","sweet-pickles","pickles"
"en","sweet-pickles","sweet"
"en","swiss bar","bar"
"en","swiss bar","swiss"
"en","switch about","about"
"en","switch about","switch"
"en","sympatic nerve","nerve","fas","intrusion"
"en","sympatic nerve","sympatic"
"en","taylor arm","arm"
"en","taylor arm","taylor","fas","intrusion"
"en","wolf seal","seal"
"en","wolf seal","wolf"
"fr","a jour","jour"
"fr","a jour","à"
"fr","absait","ab","fas","intrusion"
"fr","absait","sait"
"fr","accent aigu","accent"
"fr","accent aigu","aigu"
"fr","ah ah","ah"
"fr","ah ah","ah"
"fr","ah bon","ah"
"fr","ah bon","bon"
"fr","ah non","ah"
"fr","ah non","non"
"fr","aigue morte","aigu"
"fr","aigue morte","morte","fas","intrusion"
"fr","amuse gueule","amuser"
"fr","amuse gueule","gueule","fas","intrusion"
"fr","après vous","après"
"fr","après vous","vous"
"fr","arrière-enfant","arrière"
"fr","arrière-enfant","enfant"
"fr","ascendre","as"
"fr","ascendre","cendre"
"fr","assou","as"
"fr","assou","sou"
"fr","atriquer","a"
"fr","atriquer","triquer","fas","intrusion"
"fr","au courant","au"
"fr","au courant","courant","fas","intrusion"
"fr","au crible","au"
"fr","au crible","crible","fas","intrusion"
"fr","au delà","au"
"fr","au delà","delà"
"fr","au dessous","au"
"fr","au dessous","dessous"
"fr","au dessus","au"
"fr","au dessus","dessus"
"fr","au devant","au"
"fr","au devant","devant","fas","intrusion"
"fr","avant hier","avant"
"fr","avant hier","hier","fas","intrusion"
"fr","faire-tout","faire"
"fr","faire-tout","tout"
"fr","faire-voir","faire"
"fr","faire-voir","voir"
"fr","s'il va","il"
"fr","s'il va","si"
"fr","s'il va","va"
"fr","sacré coeur","coeur"
"fr","sacré coeur","sacré"
"fr","sans avoir","avoir"
"fr","sans avoir","sans"
"fr","sans chagrin","chagrin"
"fr","sans chagrin","sans"
"fr","sans dessous","dessous"
"fr","sans dessous","sans"
"fr","sans dessus dessous","dessus"
"fr","sans dessus dessous","sans"
"fr","sans dessus","dessus"
"fr","sans dessus","sans"
"fr","sans effet","effet"
"fr","sans effet","sans"
"fr","sans intérêt","intérêt","fas","intrusion"
"fr","sans intérêt","sans"
"fr","sans nom","nom"
"fr","sans nom","sans"
"fr","sans oublier","oublier"
"fr","sans oublier","sans"
"fr","sans regret","regret"
"fr","sans regret","sans"
"fr","sans-chagrin","chagrin"
"fr","sans-chagrin","sans"
"fr","sans-chapeau","chapeau"
"fr","sans-chapeau","sans"
"fr","sans-dessein","dessein"
"fr","sans-dessein","sans"
"fr","sans-génie","génie"
"fr","sans-génie","sans"
"fr","sanschagrin","chagrin"
"fr","sanschagrin","sans"
"fr","saoul mort","mort"
"fr","saoul mort","saoul"
"fr","saut d'obstacle","de"
"fr","saut d'obstacle","obstacle","fas","intrusion"
"fr","saut d'obstacle","saut"
"fr","sauver nous","nous"
"fr","sauver nous","sauver"
"fr","sauvez-nous","nous"
"fr","sauvez-nous","sauver"
"fr","sens inverse","inverse","fas","intrusion"
"fr","sens inverse","sens"
"fr","sens unique","sens"
"fr","sens unique","unique"
"fr","services sociaux","services","fas","primary"
"fr","services sociaux","sociaux"
"fr","si peu","peu"
"fr","si peu","si"
"fr","soi même","même"
"fr","soi même","soi"
"fr","soi-même","même"
"fr","soi-même","soi"
"fr","sou dessous","dessous"
"fr","sou dessous","sou"
"fr","sous bras","bras"
"fr","sous bras","sous"
"fr","sous caisse","caisse"
"fr","sous caisse","sous"
"fr","sous clé","clé"
"fr","sous clé","sous"
"fr","sous main","main"
"fr","sous main","sous"
"fr","sous serment","serment"
"fr","sous serment","sous"
"fr","sous table","sous"
"fr","sous table","table"
"fr","sous terre","sous"
"fr","sous terre","terre"
"fr","sous-bras","bras"
"fr","sous-bras","sous"
"fr","sous-dessous","dessous"
"fr","sous-dessous","sous"
"fr","sous-estimable","estimable","fas","intrusion"
"fr","sous-estimable","sous"
"fr","sous-estime","estime","fas","intrusion"
"fr","sous-estime","sous"
"fr","sous-mentionné","mentionné","fas","intrusion"
"fr","sous-mentionné","sous"
"fr","sous-plancher","plancher"
"fr","sous-plancher","sous"
"fr","sous-structure","sous"
"fr","sous-structure","structure"
"fr","sous-tapis","sous"
"fr","sous-tapis","tapis"
"fr","sous-terre","sous"
"fr","sous-terre","terre"
"fr","sous-total","sous"
"fr","sous-total","total","fas","intrusion"
"fr","sous-vase","sous"
"fr","sous-vase","vase","fas","intrusion"
"fr","sous-vide","sous"
"fr","sous-vide","vide"
"fr","spray net","net"
"fr","spray net","spray","fas","primary"
"fr","statut quo","quo","fas","intrusion"
"fr","statut quo","statut"
"fr","su cutané","cutané","fas","intrusion"
"fr","su cutané","su"
"fr","super doué","doué"
"fr","super doué","super"
"fr","surbrillant","brillant","fas","intrusion"
"fr","surbrillant","sûr"
"fr","surcouf","couf","fas","intrusion"
"fr","surcouf","sûr"
"fr","surdimension","dimension","fas","intrusion"
"fr","surdimension","sûr"
"fr","surdimensionner","dimensionner","fas","intrusion"
"fr","surdimensionner","sûr"
"fr","surfaçon","façon"
"fr","surfaçon","sûr"
"fr","surmesurer","mesurer","fas","intrusion"
"fr","surmesurer","sûr"
"fr","survêtir","sûr"
"fr","survêtir","vêtir"
"fr","à boire","boire"
"fr","à boire","à"
"fr","à bon","bon"
"fr","à bon","à"
"fr","à bord","bord"
"fr","à bord","à"
"fr","à bout","bout"
"fr","à bout","à"
"fr","à coup","coup","fas","intrusion"
"fr","à coup","à"
"fr","à court","court","fas","intrusion"
"fr","à court","à"
"fr","à croire","croire"
"fr","à croire","à"
"fr","à côté","côté"
"fr","à côté","à"
"fr","à fin","fin"
"fr","à fin","à"
"fr","à genou","genou"
"fr","à genou","à"
"fr","à jeun","jeun"
"fr","à jeun","à"
"fr","à jour","jour"
"fr","à jour","à"
"fr","à l'écoute","le"
"fr","à l'écoute","à"
"fr","à l'écoute","écoute"
"fr","à monter","monter","fas","intrusion"
"fr","à monter","à"
"fr","à motiver","motiver"
"fr","à motiver","à"
"fr","à nous","nous"
"fr","à nous","à"
"fr","à pas","pas"
"fr","à pas","à"
"fr","à pic","pic"
"fr","à pic","à"
"fr","à priori","priori"
"fr","à priori","à"
"fr","à proscrire","proscrire","fas","intrusion"
"fr","à proscrire","à"
"fr","à toi","toi"
"fr","à toi","à"
"fr","à tous","tous","fas","intrusion"
"fr","à tous","à"
"fr","à travers","travers"
"fr","à travers","à"
"fr","à tue-tête","tue-tête","fas","intrusion"
"fr","à tue-tête","à"
"fr","à vendre","vendre"
"fr","à vendre","à"
